canonical_item_id,source,object_type,object_subtype,type_name,market_hash_name,item_name,weapon_type,weapon_family,weapon_name,skin_name,wear,rarity,collection,is_stattrak,is_souvenir,listing_id,asset_id,sample_price,sample_currency,raw_type
famas__styx__well_worn,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Styx (Well-Worn),FAMAS | Styx (Well-Worn),Rifles,rifle,FAMAS,Styx,Well-Worn,Restricted,,False,False,skin-91ecab26594d_3,371,,,
famas__styx__well_worn__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir FAMAS | Styx (Well-Worn),Souvenir FAMAS | Styx (Well-Worn),Rifles,rifle,FAMAS,Styx,Well-Worn,Restricted,,False,True,skin-91ecab26594d_3_so,371,,,
famas__sundown__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Sundown (Battle-Scarred),FAMAS | Sundown (Battle-Scarred),Rifles,rifle,FAMAS,Sundown,Battle-Scarred,Mil-Spec Grade,,False,False,skin-5b9bb3d791e6_4,869,,,
famas__sundown__factory_new,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Sundown (Factory New),FAMAS | Sundown (Factory New),Rifles,rifle,FAMAS,Sundown,Factory New,Mil-Spec Grade,,False,False,skin-5b9bb3d791e6_0,869,,,
famas__sundown__field_tested,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Sundown (Field-Tested),FAMAS | Sundown (Field-Tested),Rifles,rifle,FAMAS,Sundown,Field-Tested,Mil-Spec Grade,,False,False,skin-5b9bb3d791e6_2,869,,,
famas__sundown__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Sundown (Minimal Wear),FAMAS | Sundown (Minimal Wear),Rifles,rifle,FAMAS,Sundown,Minimal Wear,Mil-Spec Grade,,False,False,skin-5b9bb3d791e6_1,869,,,
famas__sundown__well_worn,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Sundown (Well-Worn),FAMAS | Sundown (Well-Worn),Rifles,rifle,FAMAS,Sundown,Well-Worn,Mil-Spec Grade,,False,False,skin-5b9bb3d791e6_3,869,,,
famas__survivor_z__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Survivor Z (Battle-Scarred),FAMAS | Survivor Z (Battle-Scarred),Rifles,rifle,FAMAS,Survivor Z,Battle-Scarred,Mil-Spec Grade,,False,False,skin-4a4571ce6fe7_4,492,,,
famas__survivor_z__battle_scarred__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | Survivor Z (Battle-Scarred),StatTrak™ FAMAS | Survivor Z (Battle-Scarred),Rifles,rifle,FAMAS,Survivor Z,Battle-Scarred,Mil-Spec Grade,,True,False,skin-4a4571ce6fe7_4_st,492,,,
famas__survivor_z__factory_new,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Survivor Z (Factory New),FAMAS | Survivor Z (Factory New),Rifles,rifle,FAMAS,Survivor Z,Factory New,Mil-Spec Grade,,False,False,skin-4a4571ce6fe7_0,492,,,
famas__survivor_z__factory_new__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | Survivor Z (Factory New),StatTrak™ FAMAS | Survivor Z (Factory New),Rifles,rifle,FAMAS,Survivor Z,Factory New,Mil-Spec Grade,,True,False,skin-4a4571ce6fe7_0_st,492,,,
famas__survivor_z__field_tested,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Survivor Z (Field-Tested),FAMAS | Survivor Z (Field-Tested),Rifles,rifle,FAMAS,Survivor Z,Field-Tested,Mil-Spec Grade,,False,False,skin-4a4571ce6fe7_2,492,,,
famas__survivor_z__field_tested__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | Survivor Z (Field-Tested),StatTrak™ FAMAS | Survivor Z (Field-Tested),Rifles,rifle,FAMAS,Survivor Z,Field-Tested,Mil-Spec Grade,,True,False,skin-4a4571ce6fe7_2_st,492,,,
famas__survivor_z__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Survivor Z (Minimal Wear),FAMAS | Survivor Z (Minimal Wear),Rifles,rifle,FAMAS,Survivor Z,Minimal Wear,Mil-Spec Grade,,False,False,skin-4a4571ce6fe7_1,492,,,
famas__survivor_z__minimal_wear__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | Survivor Z (Minimal Wear),StatTrak™ FAMAS | Survivor Z (Minimal Wear),Rifles,rifle,FAMAS,Survivor Z,Minimal Wear,Mil-Spec Grade,,True,False,skin-4a4571ce6fe7_1_st,492,,,
famas__survivor_z__well_worn,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Survivor Z (Well-Worn),FAMAS | Survivor Z (Well-Worn),Rifles,rifle,FAMAS,Survivor Z,Well-Worn,Mil-Spec Grade,,False,False,skin-4a4571ce6fe7_3,492,,,
famas__survivor_z__well_worn__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | Survivor Z (Well-Worn),StatTrak™ FAMAS | Survivor Z (Well-Worn),Rifles,rifle,FAMAS,Survivor Z,Well-Worn,Mil-Spec Grade,,True,False,skin-4a4571ce6fe7_3_st,492,,,
famas__teardown__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Teardown (Battle-Scarred),FAMAS | Teardown (Battle-Scarred),Rifles,rifle,FAMAS,Teardown,Battle-Scarred,Mil-Spec Grade,,False,False,skin-466d0513f5e8_4,244,,,
famas__teardown__battle_scarred__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir FAMAS | Teardown (Battle-Scarred),Souvenir FAMAS | Teardown (Battle-Scarred),Rifles,rifle,FAMAS,Teardown,Battle-Scarred,Mil-Spec Grade,,False,True,skin-466d0513f5e8_4_so,244,,,
famas__teardown__factory_new,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Teardown (Factory New),FAMAS | Teardown (Factory New),Rifles,rifle,FAMAS,Teardown,Factory New,Mil-Spec Grade,,False,False,skin-466d0513f5e8_0,244,,,
famas__teardown__factory_new__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir FAMAS | Teardown (Factory New),Souvenir FAMAS | Teardown (Factory New),Rifles,rifle,FAMAS,Teardown,Factory New,Mil-Spec Grade,,False,True,skin-466d0513f5e8_0_so,244,,,
famas__teardown__field_tested,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Teardown (Field-Tested),FAMAS | Teardown (Field-Tested),Rifles,rifle,FAMAS,Teardown,Field-Tested,Mil-Spec Grade,,False,False,skin-466d0513f5e8_2,244,,,
famas__teardown__field_tested__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir FAMAS | Teardown (Field-Tested),Souvenir FAMAS | Teardown (Field-Tested),Rifles,rifle,FAMAS,Teardown,Field-Tested,Mil-Spec Grade,,False,True,skin-466d0513f5e8_2_so,244,,,
famas__teardown__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Teardown (Minimal Wear),FAMAS | Teardown (Minimal Wear),Rifles,rifle,FAMAS,Teardown,Minimal Wear,Mil-Spec Grade,,False,False,skin-466d0513f5e8_1,244,,,
famas__teardown__minimal_wear__souvenir,csfloat,weapon,Skin,Skin,Souvenir FAMAS | Teardown (Minimal Wear),FAMAS | Teardown,Skin,rifle,FAMAS,Teardown,Minimal Wear,Mil-Spec Grade,The Safehouse Collection,False,True,955091835976548619,35385171554,2250.0,USD,skin
famas__teardown__well_worn,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Teardown (Well-Worn),FAMAS | Teardown (Well-Worn),Rifles,rifle,FAMAS,Teardown,Well-Worn,Mil-Spec Grade,,False,False,skin-466d0513f5e8_3,244,,,
famas__teardown__well_worn__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir FAMAS | Teardown (Well-Worn),Souvenir FAMAS | Teardown (Well-Worn),Rifles,rifle,FAMAS,Teardown,Well-Worn,Mil-Spec Grade,,False,True,skin-466d0513f5e8_3_so,244,,,
famas__valence__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Valence (Battle-Scarred),FAMAS | Valence (Battle-Scarred),Rifles,rifle,FAMAS,Valence,Battle-Scarred,Restricted,,False,False,skin-24b781ebda0e_4,529,,,
famas__valence__battle_scarred__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | Valence (Battle-Scarred),StatTrak™ FAMAS | Valence (Battle-Scarred),Rifles,rifle,FAMAS,Valence,Battle-Scarred,Restricted,,True,False,skin-24b781ebda0e_4_st,529,,,
famas__valence__factory_new,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Valence (Factory New),FAMAS | Valence (Factory New),Rifles,rifle,FAMAS,Valence,Factory New,Restricted,,False,False,skin-24b781ebda0e_0,529,,,
famas__valence__factory_new__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | Valence (Factory New),StatTrak™ FAMAS | Valence (Factory New),Rifles,rifle,FAMAS,Valence,Factory New,Restricted,,True,False,skin-24b781ebda0e_0_st,529,,,
famas__valence__field_tested,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Valence (Field-Tested),FAMAS | Valence (Field-Tested),Rifles,rifle,FAMAS,Valence,Field-Tested,Restricted,,False,False,skin-24b781ebda0e_2,529,,,
famas__valence__field_tested__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | Valence (Field-Tested),StatTrak™ FAMAS | Valence (Field-Tested),Rifles,rifle,FAMAS,Valence,Field-Tested,Restricted,,True,False,skin-24b781ebda0e_2_st,529,,,
famas__valence__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Valence (Minimal Wear),FAMAS | Valence (Minimal Wear),Rifles,rifle,FAMAS,Valence,Minimal Wear,Restricted,,False,False,skin-24b781ebda0e_1,529,,,
famas__valence__minimal_wear__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | Valence (Minimal Wear),StatTrak™ FAMAS | Valence (Minimal Wear),Rifles,rifle,FAMAS,Valence,Minimal Wear,Restricted,,True,False,skin-24b781ebda0e_1_st,529,,,
famas__valence__well_worn,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Valence (Well-Worn),FAMAS | Valence (Well-Worn),Rifles,rifle,FAMAS,Valence,Well-Worn,Restricted,,False,False,skin-24b781ebda0e_3,529,,,
famas__valence__well_worn__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | Valence (Well-Worn),StatTrak™ FAMAS | Valence (Well-Worn),Rifles,rifle,FAMAS,Valence,Well-Worn,Restricted,,True,False,skin-24b781ebda0e_3_st,529,,,
famas__vendetta__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Vendetta (Battle-Scarred),FAMAS | Vendetta (Battle-Scarred),Rifles,rifle,FAMAS,Vendetta,Battle-Scarred,Industrial Grade,,False,False,skin-7f85393d2fb1_4,1365,,,
famas__vendetta__factory_new,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Vendetta (Factory New),FAMAS | Vendetta (Factory New),Rifles,rifle,FAMAS,Vendetta,Factory New,Industrial Grade,,False,False,skin-7f85393d2fb1_0,1365,,,
famas__vendetta__field_tested,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Vendetta (Field-Tested),FAMAS | Vendetta (Field-Tested),Rifles,rifle,FAMAS,Vendetta,Field-Tested,Industrial Grade,,False,False,skin-7f85393d2fb1_2,1365,,,
famas__vendetta__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Vendetta (Minimal Wear),FAMAS | Vendetta (Minimal Wear),Rifles,rifle,FAMAS,Vendetta,Minimal Wear,Industrial Grade,,False,False,skin-7f85393d2fb1_1,1365,,,
famas__vendetta__well_worn,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Vendetta (Well-Worn),FAMAS | Vendetta (Well-Worn),Rifles,rifle,FAMAS,Vendetta,Well-Worn,Industrial Grade,,False,False,skin-7f85393d2fb1_3,1365,,,
famas__waters_of_nephthys__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Waters of Nephthys (Battle-Scarred),FAMAS | Waters of Nephthys (Battle-Scarred),Rifles,rifle,FAMAS,Waters of Nephthys,Battle-Scarred,Classified,,False,False,skin-3c42ea1dd98c_4,1241,,,
famas__waters_of_nephthys__battle_scarred__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir FAMAS | Waters of Nephthys (Battle-Scarred),Souvenir FAMAS | Waters of Nephthys (Battle-Scarred),Rifles,rifle,FAMAS,Waters of Nephthys,Battle-Scarred,Classified,,False,True,skin-3c42ea1dd98c_4_so,1241,,,
famas__waters_of_nephthys__factory_new,csfloat,weapon,Skin,Skin,FAMAS | Waters of Nephthys (Factory New),FAMAS | Waters of Nephthys,Skin,rifle,FAMAS,Waters of Nephthys,Factory New,Classified,The Anubis Collection,False,False,941356262711495560,48384224642,47704.0,USD,skin
famas__waters_of_nephthys__factory_new__souvenir,csfloat,weapon,Skin,Skin,Souvenir FAMAS | Waters of Nephthys (Factory New),FAMAS | Waters of Nephthys,Skin,rifle,FAMAS,Waters of Nephthys,Factory New,Classified,The Anubis Collection,False,True,955481388298145444,50324508566,31816.0,USD,skin
famas__waters_of_nephthys__field_tested,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Waters of Nephthys (Field-Tested),FAMAS | Waters of Nephthys (Field-Tested),Rifles,rifle,FAMAS,Waters of Nephthys,Field-Tested,Classified,,False,False,skin-3c42ea1dd98c_2,1241,,,
famas__waters_of_nephthys__field_tested__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir FAMAS | Waters of Nephthys (Field-Tested),Souvenir FAMAS | Waters of Nephthys (Field-Tested),Rifles,rifle,FAMAS,Waters of Nephthys,Field-Tested,Classified,,False,True,skin-3c42ea1dd98c_2_so,1241,,,
famas__waters_of_nephthys__minimal_wear,csfloat,weapon,Skin,Skin,FAMAS | Waters of Nephthys (Minimal Wear),FAMAS | Waters of Nephthys,Skin,rifle,FAMAS,Waters of Nephthys,Minimal Wear,Classified,The Anubis Collection,False,False,956321016110515745,50029482548,16305.0,USD,skin
famas__waters_of_nephthys__minimal_wear__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir FAMAS | Waters of Nephthys (Minimal Wear),Souvenir FAMAS | Waters of Nephthys (Minimal Wear),Rifles,rifle,FAMAS,Waters of Nephthys,Minimal Wear,Classified,,False,True,skin-3c42ea1dd98c_1_so,1241,,,
famas__waters_of_nephthys__well_worn,csfloat,weapon,Skin,Skin,FAMAS | Waters of Nephthys (Well-Worn),FAMAS | Waters of Nephthys,Skin,rifle,FAMAS,Waters of Nephthys,Well-Worn,Classified,The Anubis Collection,False,False,956148756649214562,50380811247,8691.0,USD,skin
famas__waters_of_nephthys__well_worn__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir FAMAS | Waters of Nephthys (Well-Worn),Souvenir FAMAS | Waters of Nephthys (Well-Worn),Rifles,rifle,FAMAS,Waters of Nephthys,Well-Worn,Classified,,False,True,skin-3c42ea1dd98c_3_so,1241,,,
famas__yeti_camo__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Yeti Camo (Battle-Scarred),FAMAS | Yeti Camo (Battle-Scarred),Rifles,rifle,FAMAS,Yeti Camo,Battle-Scarred,Mil-Spec Grade,,False,False,skin-97defdf0ce4c_4,1219,,,
famas__yeti_camo__factory_new,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Yeti Camo (Factory New),FAMAS | Yeti Camo (Factory New),Rifles,rifle,FAMAS,Yeti Camo,Factory New,Mil-Spec Grade,,False,False,skin-97defdf0ce4c_0,1219,,,
famas__yeti_camo__field_tested,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Yeti Camo (Field-Tested),FAMAS | Yeti Camo (Field-Tested),Rifles,rifle,FAMAS,Yeti Camo,Field-Tested,Mil-Spec Grade,,False,False,skin-97defdf0ce4c_2,1219,,,
famas__yeti_camo__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Yeti Camo (Minimal Wear),FAMAS | Yeti Camo (Minimal Wear),Rifles,rifle,FAMAS,Yeti Camo,Minimal Wear,Mil-Spec Grade,,False,False,skin-97defdf0ce4c_1,1219,,,
famas__yeti_camo__well_worn,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | Yeti Camo (Well-Worn),FAMAS | Yeti Camo (Well-Worn),Rifles,rifle,FAMAS,Yeti Camo,Well-Worn,Mil-Spec Grade,,False,False,skin-97defdf0ce4c_3,1219,,,
famas__zx_spectron__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | ZX Spectron (Battle-Scarred),FAMAS | ZX Spectron (Battle-Scarred),Rifles,rifle,FAMAS,ZX Spectron,Battle-Scarred,Restricted,,False,False,skin-3a2e0cdd5472_4,1092,,,
famas__zx_spectron__battle_scarred__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | ZX Spectron (Battle-Scarred),StatTrak™ FAMAS | ZX Spectron (Battle-Scarred),Rifles,rifle,FAMAS,ZX Spectron,Battle-Scarred,Restricted,,True,False,skin-3a2e0cdd5472_4_st,1092,,,
famas__zx_spectron__factory_new,csfloat,weapon,Skin,Skin,FAMAS | ZX Spectron (Factory New),FAMAS | ZX Spectron,Skin,rifle,FAMAS,ZX Spectron,Factory New,Restricted,The Operation Riptide Collection,False,False,955067462087475968,49248350084,6363.0,USD,skin
famas__zx_spectron__factory_new__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | ZX Spectron (Factory New),StatTrak™ FAMAS | ZX Spectron (Factory New),Rifles,rifle,FAMAS,ZX Spectron,Factory New,Restricted,,True,False,skin-3a2e0cdd5472_0_st,1092,,,
famas__zx_spectron__field_tested,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | ZX Spectron (Field-Tested),FAMAS | ZX Spectron (Field-Tested),Rifles,rifle,FAMAS,ZX Spectron,Field-Tested,Restricted,,False,False,skin-3a2e0cdd5472_2,1092,,,
famas__zx_spectron__field_tested__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | ZX Spectron (Field-Tested),StatTrak™ FAMAS | ZX Spectron (Field-Tested),Rifles,rifle,FAMAS,ZX Spectron,Field-Tested,Restricted,,True,False,skin-3a2e0cdd5472_2_st,1092,,,
famas__zx_spectron__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | ZX Spectron (Minimal Wear),FAMAS | ZX Spectron (Minimal Wear),Rifles,rifle,FAMAS,ZX Spectron,Minimal Wear,Restricted,,False,False,skin-3a2e0cdd5472_1,1092,,,
famas__zx_spectron__minimal_wear__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | ZX Spectron (Minimal Wear),StatTrak™ FAMAS | ZX Spectron (Minimal Wear),Rifles,rifle,FAMAS,ZX Spectron,Minimal Wear,Restricted,,True,False,skin-3a2e0cdd5472_1_st,1092,,,
famas__zx_spectron__well_worn,csgo_api_reference,weapon,Rifles,Rifles,FAMAS | ZX Spectron (Well-Worn),FAMAS | ZX Spectron (Well-Worn),Rifles,rifle,FAMAS,ZX Spectron,Well-Worn,Restricted,,False,False,skin-3a2e0cdd5472_3,1092,,,
famas__zx_spectron__well_worn__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ FAMAS | ZX Spectron (Well-Worn),StatTrak™ FAMAS | ZX Spectron (Well-Worn),Rifles,rifle,FAMAS,ZX Spectron,Well-Worn,Restricted,,True,False,skin-3a2e0cdd5472_3_st,1092,,,
five_seven__angry_mob__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Angry Mob (Battle-Scarred),Five-SeveN | Angry Mob (Battle-Scarred),Pistols,pistol,Five-SeveN,Angry Mob,Battle-Scarred,Covert,,False,False,skin-f971772d4996_4,837,,,
five_seven__angry_mob__battle_scarred__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Five-SeveN | Angry Mob (Battle-Scarred),StatTrak™ Five-SeveN | Angry Mob (Battle-Scarred),Pistols,pistol,Five-SeveN,Angry Mob,Battle-Scarred,Covert,,True,False,skin-f971772d4996_4_st,837,,,
five_seven__angry_mob__factory_new,csfloat,weapon,Skin,Skin,Five-SeveN | Angry Mob (Factory New),Five-SeveN | Angry Mob,Skin,pistol,Five-SeveN,Angry Mob,Factory New,Covert,The Prisma Collection,False,False,956164867050571080,50361004607,19695.0,USD,skin
five_seven__angry_mob__factory_new__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Five-SeveN | Angry Mob (Factory New),StatTrak™ Five-SeveN | Angry Mob (Factory New),Pistols,pistol,Five-SeveN,Angry Mob,Factory New,Covert,,True,False,skin-f971772d4996_0_st,837,,,
five_seven__angry_mob__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Angry Mob (Field-Tested),Five-SeveN | Angry Mob (Field-Tested),Pistols,pistol,Five-SeveN,Angry Mob,Field-Tested,Covert,,False,False,skin-f971772d4996_2,837,,,
five_seven__angry_mob__field_tested__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Five-SeveN | Angry Mob (Field-Tested),StatTrak™ Five-SeveN | Angry Mob (Field-Tested),Pistols,pistol,Five-SeveN,Angry Mob,Field-Tested,Covert,,True,False,skin-f971772d4996_2_st,837,,,
five_seven__angry_mob__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Angry Mob (Minimal Wear),Five-SeveN | Angry Mob (Minimal Wear),Pistols,pistol,Five-SeveN,Angry Mob,Minimal Wear,Covert,,False,False,skin-f971772d4996_1,837,,,
five_seven__angry_mob__minimal_wear__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Five-SeveN | Angry Mob (Minimal Wear),StatTrak™ Five-SeveN | Angry Mob (Minimal Wear),Pistols,pistol,Five-SeveN,Angry Mob,Minimal Wear,Covert,,True,False,skin-f971772d4996_1_st,837,,,
five_seven__angry_mob__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Angry Mob (Well-Worn),Five-SeveN | Angry Mob (Well-Worn),Pistols,pistol,Five-SeveN,Angry Mob,Well-Worn,Covert,,False,False,skin-f971772d4996_3,837,,,
five_seven__angry_mob__well_worn__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Five-SeveN | Angry Mob (Well-Worn),StatTrak™ Five-SeveN | Angry Mob (Well-Worn),Pistols,pistol,Five-SeveN,Angry Mob,Well-Worn,Covert,,True,False,skin-f971772d4996_3_st,837,,,
five_seven__anodized_gunmetal__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Anodized Gunmetal (Factory New),Five-SeveN | Anodized Gunmetal (Factory New),Pistols,pistol,Five-SeveN,Anodized Gunmetal,Factory New,Consumer Grade,,False,False,skin-4903c02b2512_0,210,,,
five_seven__anodized_gunmetal__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Anodized Gunmetal (Minimal Wear),Five-SeveN | Anodized Gunmetal (Minimal Wear),Pistols,pistol,Five-SeveN,Anodized Gunmetal,Minimal Wear,Consumer Grade,,False,False,skin-4903c02b2512_1,210,,,
five_seven__autumn_thicket__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Autumn Thicket (Battle-Scarred),Five-SeveN | Autumn Thicket (Battle-Scarred),Pistols,pistol,Five-SeveN,Autumn Thicket,Battle-Scarred,Consumer Grade,,False,False,skin-f0c6c7583a15_4,1336,,,
five_seven__autumn_thicket__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Autumn Thicket (Factory New),Five-SeveN | Autumn Thicket (Factory New),Pistols,pistol,Five-SeveN,Autumn Thicket,Factory New,Consumer Grade,,False,False,skin-f0c6c7583a15_0,1336,,,
five_seven__autumn_thicket__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Autumn Thicket (Field-Tested),Five-SeveN | Autumn Thicket (Field-Tested),Pistols,pistol,Five-SeveN,Autumn Thicket,Field-Tested,Consumer Grade,,False,False,skin-f0c6c7583a15_2,1336,,,
five_seven__autumn_thicket__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Autumn Thicket (Minimal Wear),Five-SeveN | Autumn Thicket (Minimal Wear),Pistols,pistol,Five-SeveN,Autumn Thicket,Minimal Wear,Consumer Grade,,False,False,skin-f0c6c7583a15_1,1336,,,
five_seven__autumn_thicket__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Autumn Thicket (Well-Worn),Five-SeveN | Autumn Thicket (Well-Worn),Pistols,pistol,Five-SeveN,Autumn Thicket,Well-Worn,Consumer Grade,,False,False,skin-f0c6c7583a15_3,1336,,,
five_seven__berries_and_cherries__factory_new,csfloat,weapon,Skin,Skin,Five-SeveN | Berries And Cherries (Factory New),Five-SeveN | Berries And Cherries,Skin,pistol,Five-SeveN,Berries And Cherries,Factory New,Restricted,The Control Collection,False,False,952968101505401561,49362987225,18510.0,USD,skin
five_seven__berries_and_cherries__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Berries And Cherries (Minimal Wear),Five-SeveN | Berries And Cherries (Minimal Wear),Pistols,pistol,Five-SeveN,Berries And Cherries,Minimal Wear,Restricted,,False,False,skin-72c4240d9c33_1,1002,,,
five_seven__boost_protocol__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Boost Protocol (Factory New),Five-SeveN | Boost Protocol (Factory New),Pistols,pistol,Five-SeveN,Boost Protocol,Factory New,Restricted,,False,False,skin-df168db99441_0,1093,,,
five_seven__boost_protocol__factory_new__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Five-SeveN | Boost Protocol (Factory New),StatTrak™ Five-SeveN | Boost Protocol (Factory New),Pistols,pistol,Five-SeveN,Boost Protocol,Factory New,Restricted,,True,False,skin-df168db99441_0_st,1093,,,
five_seven__boost_protocol__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Boost Protocol (Field-Tested),Five-SeveN | Boost Protocol (Field-Tested),Pistols,pistol,Five-SeveN,Boost Protocol,Field-Tested,Restricted,,False,False,skin-df168db99441_2,1093,,,
five_seven__boost_protocol__field_tested__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Five-SeveN | Boost Protocol (Field-Tested),StatTrak™ Five-SeveN | Boost Protocol (Field-Tested),Pistols,pistol,Five-SeveN,Boost Protocol,Field-Tested,Restricted,,True,False,skin-df168db99441_2_st,1093,,,
five_seven__boost_protocol__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Boost Protocol (Minimal Wear),Five-SeveN | Boost Protocol (Minimal Wear),Pistols,pistol,Five-SeveN,Boost Protocol,Minimal Wear,Restricted,,False,False,skin-df168db99441_1,1093,,,
five_seven__boost_protocol__minimal_wear__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear),StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear),Pistols,pistol,Five-SeveN,Boost Protocol,Minimal Wear,Restricted,,True,False,skin-df168db99441_1_st,1093,,,
five_seven__boost_protocol__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Five-SeveN | Boost Protocol (Well-Worn),Five-SeveN | Boost Protocol (Well-Worn),Pistols,pistol,Five-SeveN,Boost Protocol,Well-Worn,Restricted,,False,False,skin-df168db99441_3,1093,,,
